乞闭 碍荐老荐
楷档,1岿,2岿,3岿,4岿,5岿,6岿,7岿,8岿,9岿,10岿,11岿,12岿,楷钦拌,鉴困
1929,0611,措备,2.1
1929,0615,措备,6.2
1929,0622,措备,1.6
1929,0623,措备,0.9
1929,0626,措备,0.1
1929,0627,措备,64.7
1929,0628,措备,82.3
1929,0629,措备,126.6
1929,0630,措备,25.5
1929,0701,措备,6.5
1929,0702,措备,52.9
1929,0703,措备,1.2
1929,0704,措备,0.1
1929,0711,措备,4.1
1929,0801,措备,0.3
1929,0807,措备,17.6
1929,0808,措备,0.6
1929,0814,措备,23.6
1929,0816,措备,71.4
1929,0817,措备,4.6
1929,0819,措备,12.8
1929,0820,措备,1.9
1929,0821,措备,1.8
1929,0825,措备,3.4
1929,0826,措备,1
1929,0830,措备,1.5
1929,0831,措备,20.6
1929,0903,措备,1
1929,0918,措备,29
1929,0919,措备,0.2
1929,0925,措备,21.7
1929,0926,措备,16.4
1929,1003,措备,5.6
1929,1004,措备,14
1929,1007,措备,10.6
1929,1015,措备,0.1
1929,1016,措备,1.4
1929,1030,措备,0.4
1929,1031,措备,0.9
1929,1105,措备,0.1
1929,1106,措备,14
1929,1107,措备,1.3
1929,1117,措备,0.7
1929,1118,措备,1.2
1929,1124,措备,2.9
1929,1125,措备,3
1929,1126,措备,1.2
1929,1201,措备,0.1
1929,1203,措备,11.3
1929,1207,措备,2.5
1929,1209,措备,0.2
1929,1211,措备,0.2
1929,1212,措备,0.2
1929,1214,措备,4.8
1929,1215,措备,7.3
1929,1216,措备,12.5
1929,1217,措备,8.9
1929,1219,措备,3.6
1929,1220,措备,27.4
1929,1221,措备,0.1
1929,1224,措备,0.3
1929,1226,措备,0.7
1929,1227,措备,0.3
1929,1228,措备,8.2
1929,1229,措备,0.1
1929,1230,措备,8.9
1930,0102,措备,1.1
1930,0103,措备,0.7
1930,0128,措备,2.7
1930,0205,措备,2.2
1930,0221,措备,17.1
1930,0223,措备,15.3
1930,0224,措备,0.1
1930,0226,措备,8.7
1930,0227,措备,3
1930,0228,措备,4.8
1930,0301,措备,3.9
1930,0302,措备,2
1930,0303,措备,5
1930,0304,措备,0.7
1930,0305,措备,0.2
1930,0312,措备,24.7
1930,0313,措备,15.9
1930,0314,措备,0.4
1930,0315,措备,0.4
1930,0327,措备,23.4
1930,0328,措备,26.9
1930,0401,措备,16.8
1930,0408,措备,5
1930,0409,措备,0.1
1930,0410,措备,5.8
1930,0415,措备,0.8
1930,0420,措备,24.7
1930,0423,措备,18.4
1930,0424,措备,20.1
1930,0425,措备,13.7
1930,0428,措备,27.9
1930,0429,措备,0.2
1930,0502,措备,0.3
1930,0504,措备,33.5
1930,0505,措备,5.7
1930,0506,措备,2.8
1930,0509,措备,24
1930,0517,措备,0.2
1930,0519,措备,39.2
1930,0601,措备,49.9
1930,0604,措备,0.4
1930,0614,措备,4.1
1930,0615,措备,58.4
1930,0621,措备,5.5
1930,0622,措备,7
1930,0624,措备,17
1930,0625,措备,40.5
1930,0626,措备,12.2
1930,0627,措备,3.4
1930,0628,措备,35
1930,0630,措备,10.1
1930,0701,措备,42.1
1930,0702,措备,0.7
1930,0704,措备,0.4
1930,0705,措备,31
1930,0706,措备,48.3
1930,0707,措备,11.2
1930,0708,措备,45.3
1930,0709,措备,0.1
1930,0710,措备,4
1930,0711,措备,6.3
1930,0713,措备,0.2
1930,0717,措备,15.8
1930,0718,措备,15
1930,0720,措备,21.2
1930,0721,措备,4.7
1930,0722,措备,18.3
1930,0723,措备,1
1930,0724,措备,30.4
1930,0725,措备,26.5
1930,0728,措备,1.8
1930,0801,措备,0.2
1930,0812,措备,8.5
1930,0813,措备,0.5
1930,0815,措备,36.1
1930,0816,措备,14.1
1930,0817,措备,3.5
1930,0818,措备,13.5
1930,0819,措备,1.2
1930,0821,措备,36.8
1930,0822,措备,41.8
1930,0824,措备,0.3
1930,0829,措备,1.3
1930,0830,措备,0.1
1930,0831,措备,1.2
1930,0901,措备,32.8
1930,0902,措备,2.4
1930,0903,措备,24.2
1930,0904,措备,2
1930,0910,措备,0.4
1930,0914,措备,0.6
1930,0922,措备,0.5
1930,0923,措备,0.5
1930,0927,措备,1
1930,1001,措备,4.4
1930,1019,措备,18.6
1930,1020,措备,8.5
1930,1101,措备,6
1930,1103,措备,1.5
1930,1107,措备,5.2
1930,1108,措备,0.2
1930,1109,措备,1
1930,1111,措备,0.9
1930,1115,措备,0.6
1930,1116,措备,1.3
1930,1119,措备,0.7
1930,1120,措备,0.1
1930,1130,措备,1.5
1930,1212,措备,0.3
1930,1219,措备,0.4
1930,1220,措备,0.5
1931,0101,措备,1
1931,0104,措备,7.5
1931,0105,措备,0.2
1931,0106,措备,9.1
1931,0108,措备,1.8
1931,0109,措备,2.4
1931,0113,措备,0.2
1931,0122,措备,0.8
1931,0123,措备,0.4
1931,0125,措备,3.8
1931,0204,措备,7
1931,0205,措备,13.7
1931,0206,措备,1.6
1931,0209,措备,3.2
1931,0213,措备,4.9
1931,0214,措备,0.9
1931,0216,措备,11.7
1931,0228,措备,0.3
1931,0303,措备,1.3
1931,0304,措备,27.5
1931,0306,措备,2.6
1931,0307,措备,3.8
1931,0323,措备,3.1
1931,0331,措备,5.9
1931,0404,措备,3.8
1931,0406,措备,0.4
1931,0411,措备,20
1931,0421,措备,1.4
1931,0422,措备,0.1
1931,0424,措备,1.2
1931,0426,措备,19.2
1931,0427,措备,34.2
1931,0428,措备,0.5
1931,0429,措备,24
1931,0507,措备,15
1931,0515,措备,39
1931,0521,措备,2.3
1931,0522,措备,0.1
1931,0531,措备,0.2
1931,0601,措备,0.6
1931,0610,措备,0.7
1931,0611,措备,4.9
1931,0617,措备,1.1
1931,0618,措备,0.9
1931,0625,措备,14.1
1931,0627,措备,8.4
1931,0628,措备,3.5
1931,0629,措备,0.2
1931,0701,措备,44.6
1931,0703,措备,9.5
1931,0705,措备,0.2
1931,0706,措备,3.1
1931,0707,措备,2.9
1931,0708,措备,0.2
1931,0709,措备,2.6
1931,0710,措备,8.4
1931,0713,措备,3.2
1931,0718,措备,4.8
1931,0719,措备,14
1931,0720,措备,0.6
1931,0721,措备,45.6
1931,0725,措备,45
1931,0726,措备,1.4
1931,0728,措备,0.5
1931,0729,措备,0.2
1931,0731,措备,10
1931,0801,措备,8.4
1931,0802,措备,7.4
1931,0803,措备,6.8
1931,0804,措备,61.9
1931,0805,措备,12
1931,0806,措备,1.1
1931,0807,措备,3.5
1931,0808,措备,0.3
1931,0812,措备,87.1
1931,0816,措备,3.8
1931,0817,措备,16.6
1931,0818,措备,33.4
1931,0819,措备,58.5
1931,0824,措备,1.6
1931,0826,措备,8
1931,0827,措备,2.8
1931,0903,措备,10.4
1931,0904,措备,0.8
1931,0905,措备,0.1
1931,0906,措备,0.3
1931,0911,措备,49
1931,0912,措备,69.1
1931,0916,措备,13.3
1931,0917,措备,0.4
1931,0925,措备,1.2
1931,0926,措备,16.2
1931,0928,措备,1.9
1931,0929,措备,3
1931,0930,措备,2.3
1931,1007,措备,0.2
1931,1021,措备,0.1
1931,1025,措备,0.2
1931,1027,措备,0.3
1931,1104,措备,1.4
1931,1105,措备,6.4
1931,1106,措备,0.8
1931,1112,措备,0.7
1931,1113,措备,0.1
1931,1115,措备,6.9
1931,1121,措备,0.5
1931,1126,措备,9.2
1931,1128,措备,12.6
1931,1206,措备,0.3
1931,1207,措备,10.3
1931,1208,措备,0.2
1931,1209,措备,23.6
1931,1212,措备,2.3
1931,1215,措备,10.1
1931,1216,措备,0.1
1931,1223,措备,0.3
1931,1224,措备,0.2
1931,1227,措备,14.8
1931,1228,措备,2.3
1931,1231,措备,2.1
1932,0101,措备,13.5
1932,0103,措备,0.2
1932,0107,措备,3.2
1932,0112,措备,0.7
1932,0122,措备,1.4
1932,0123,措备,0.2
1932,0131,措备,0.4
1932,0201,措备,4.7
1932,0202,措备,3.7
1932,0208,措备,1.1
1932,0209,措备,1
1932,0210,措备,0.1
1932,0212,措备,0.1
1932,0225,措备,9.5
1932,0306,措备,3.4
1932,0315,措备,0.1
1932,0319,措备,1.3
1932,0327,措备,4
1932,0412,措备,6.2
1932,0414,措备,0.2
1932,0415,措备,1
1932,0418,措备,14.1
1932,0422,措备,2.1
1932,0423,措备,2.6
1932,0427,措备,27.9
1932,0428,措备,4
1932,0430,措备,10.3
1932,0504,措备,1.2
1932,0505,措备,19.4
1932,0508,措备,2.1
1932,0511,措备,0.1
1932,0512,措备,5.5
1932,0518,措备,15.1
1932,0519,措备,0.3
1932,0525,措备,13.9
1932,0531,措备,1.3
1932,0606,措备,2.1
1932,0607,措备,0.8
1932,0608,措备,4.4
1932,0609,措备,0.2
1932,0612,措备,0.1
1932,0615,措备,43.3
1932,0616,措备,0.6
1932,0617,措备,6.5
1932,0620,措备,7.9
1932,0621,措备,16.8
1932,0622,措备,15.4
1932,0623,措备,0.1
1932,0705,措备,1
1932,0706,措备,7.7
1932,0707,措备,3.8
1932,0710,措备,1.6
1932,0714,措备,32.6
1932,0719,措备,0.1
1932,0720,措备,3.7
1932,0803,措备,10.8
1932,0804,措备,35.1
1932,0805,措备,5.9
1932,0806,措备,9.2
1932,0815,措备,0.5
1932,0816,措备,1.1
1932,0817,措备,0.6
1932,0818,措备,0.1
1932,0819,措备,0.1
1932,0820,措备,25.9
1932,0822,措备,0.2
1932,0823,措备,24.5
1932,0824,措备,26.9
1932,0831,措备,47.7
1932,0901,措备,12
1932,0902,措备,1.3
1932,0903,措备,7.9
1932,0904,措备,0.2
1932,0908,措备,7.5
1932,0909,措备,0.3
1932,0912,措备,11.5
1932,0915,措备,0.1
1932,0922,措备,0.4
1932,0924,措备,16.4
1932,0925,措备,0.2
1932,0926,措备,1.7
1932,0927,措备,1.2
1932,0928,措备,2.3
1932,0929,措备,0.1
1932,1008,措备,0.5
1932,1017,措备,1.1
1932,1021,措备,2.5
1932,1106,措备,1.2
1932,1111,措备,1.6
1932,1115,措备,0.1
1932,1124,措备,1.7
1932,1125,措备,0.4
1932,1126,措备,1.2
1932,1128,措备,0.1
1932,1204,措备,0.6
1932,1205,措备,4.5
1932,1211,措备,1.1
1932,1212,措备,0.6
1932,1219,措备,3.1
1932,1220,措备,0.1
1932,1225,措备,3.3
1932,1226,措备,0.5
1932,1227,措备,1.7
1932,1228,措备,9.9
1932,1229,措备,0.1
1932,1230,措备,0.1
1933,0106,措备,0.2
1933,0108,措备,1.3
1933,0110,措备,5.5
1933,0111,措备,22.6
1933,0117,措备,6.3
1933,0207,措备,0.6
1933,0208,措备,0.2
1933,0224,措备,18.6
1933,0310,措备,3
1933,0315,措备,9.2
1933,0316,措备,5.5
1933,0318,措备,0.7
1933,0322,措备,27.5
1933,0326,措备,0.2
1933,0327,措备,1.6
1933,0403,措备,6.8
1933,0404,措备,0.8
1933,0407,措备,15.3
1933,0408,措备,10.9
1933,0414,措备,7.4
1933,0415,措备,0.8
1933,0421,措备,5.7
1933,0425,措备,9.7
1933,0430,措备,4.8
1933,0502,措备,7
1933,0514,措备,3.6
1933,0515,措备,4
1933,0516,措备,7.5
1933,0517,措备,0.1
1933,0518,措备,4.3
1933,0519,措备,5.6
1933,0520,措备,52.3
1933,0601,措备,3.5
1933,0606,措备,12.4
1933,0612,措备,5.9
1933,0613,措备,16.7
1933,0614,措备,4.3
1933,0616,措备,2.9
1933,0622,措备,6.6
1933,0623,措备,16.7
1933,0626,措备,59.9
1933,0627,措备,1.2
1933,0628,措备,26.5
1933,0629,措备,50.3
1933,0630,措备,95.5
1933,0701,措备,92.9
1933,0702,措备,4.7
1933,0704,措备,18.5
1933,0707,措备,5
1933,0709,措备,1.1
1933,0714,措备,0.4
1933,0715,措备,0.7
1933,0716,措备,0.1
1933,0717,措备,15.1
1933,0722,措备,27.1
1933,0724,措备,45.1
1933,0725,措备,55.7
1933,0726,措备,71.1
1933,0727,措备,2.3
1933,0803,措备,56.7
1933,0804,措备,57.8
1933,0808,措备,8.9
1933,0809,措备,0.2
1933,0810,措备,0.1
1933,0811,措备,0.2
1933,0813,措备,24.8
1933,0814,措备,8.9
1933,0815,措备,15
1933,0817,措备,13.7
1933,0818,措备,4.1
1933,0819,措备,0.7
1933,0820,措备,40.5
1933,0821,措备,26.6
1933,0822,措备,9.2
1933,0826,措备,44.7
1933,0827,措备,33
1933,0828,措备,4
1933,0901,措备,0.4
1933,0903,措备,9.4
1933,0904,措备,88.2
1933,0913,措备,14
1933,0914,措备,0.6
1933,0919,措备,58.7
1933,0920,措备,27.1
1933,1005,措备,11.2
1933,1006,措备,19.5
1933,1007,措备,22.5
1933,1008,措备,0.9
1933,1015,措备,0.5
1933,1019,措备,19.1
1933,1020,措备,18.7
1933,1022,措备,0.1
1933,1029,措备,5.7
1933,1101,措备,3.8
1933,1114,措备,1.8
1933,1120,措备,0.9
1933,1123,措备,0.3
1933,1124,措备,13.7
1933,1201,措备,0.5
1933,1202,措备,0.9
1933,1210,措备,2.7
1933,1216,措备,0.1
1933,1228,措备,1.4
1933,1230,措备,1
1934,0119,措备,0.1
1934,0120,措备,0.2
1934,0201,措备,0.7
1934,0202,措备,14.2
1934,0203,措备,4.1
1934,0311,措备,1.6
1934,0312,措备,20.6
1934,0321,措备,7.4
1934,0328,措备,4.3
1934,0329,措备,0.7
1934,0409,措备,1.9
1934,0410,措备,17
1934,0411,措备,1.4
1934,0412,措备,6
1934,0413,措备,2.7
1934,0415,措备,0.9
1934,0423,措备,1
1934,0429,措备,6.5
1934,0430,措备,2.2
1934,0508,措备,4.5
1934,0509,措备,51.8
1934,0510,措备,1.7
1934,0520,措备,22.8
1934,0522,措备,1.5
1934,0524,措备,2.8
1934,0525,措备,0.1
1934,0526,措备,0.1
1934,0528,措备,0.1
1934,0602,措备,13.6
1934,0605,措备,4.6
1934,0607,措备,6.4
1934,0612,措备,14.5
1934,0616,措备,0.7
1934,0619,措备,0.3
1934,0620,措备,11
1934,0623,措备,7.1
1934,0624,措备,22.5
1934,0625,措备,0.7
1934,0630,措备,0.2
1934,0701,措备,0.1
1934,0712,措备,6.9
1934,0713,措备,16.1
1934,0718,措备,12.9
1934,0719,措备,123.5
1934,0720,措备,93.2
1934,0721,措备,109.5
1934,0722,措备,38.9
1934,0723,措备,43.4
1934,0724,措备,6.7
1934,0725,措备,16.1
1934,0726,措备,13.4
1934,0729,措备,36.5
1934,0730,措备,54.1
1934,0731,措备,29.7
1934,0809,措备,72.2
1934,0810,措备,17.9
1934,0811,措备,1.2
1934,0812,措备,10.6
1934,0813,措备,6.9
1934,0815,措备,1
1934,0816,措备,0.1
1934,0819,措备,0.9
1934,0822,措备,6.7
1934,0824,措备,20
1934,0825,措备,0.3
1934,0826,措备,2.4
1934,0828,措备,7.9
1934,0829,措备,58.1
1934,0905,措备,25.5
1934,0908,措备,35.5
1934,0909,措备,12.9
1934,0910,措备,0.1
1934,0913,措备,36.3
1934,0914,措备,6.2
1934,0916,措备,0.2
1934,0917,措备,4.5
1934,0925,措备,0.2
1934,0929,措备,15
1934,0930,措备,56.2
1934,1001,措备,12.1
1934,1003,措备,0.1
1934,1014,措备,0.1
1934,1015,措备,6.4
1934,1023,措备,10.2
1934,1024,措备,2.7
1934,1031,措备,0.3
1934,1101,措备,0.9
1934,1107,措备,0.4
1934,1117,措备,0.5
1934,1118,措备,5.8
1934,1125,措备,18.2
1934,1126,措备,2.5
1934,1127,措备,6.3
1934,1217,措备,1.5
1934,1218,措备,1.8
1934,1221,措备,1.2
1934,1222,措备,0.9
1934,1223,措备,5.2
1934,1228,措备,7.4
1934,1229,措备,0.1
1934,1230,措备,0.2
1934,1231,措备,39.4
1935,0114,措备,5.7
1935,0115,措备,0.1
1935,0121,措备,0.2
1935,0209,措备,13.4
1935,0210,措备,0.9
1935,0222,措备,1.6
1935,0316,措备,7.4
1935,0317,措备,1.8
1935,0318,措备,8.5
1935,0321,措备,0.2
1935,0324,措备,2.4
1935,0328,措备,2
1935,0409,措备,19.2
1935,0410,措备,8.6
1935,0411,措备,3.9
1935,0414,措备,42.9
1935,0415,措备,31.7
1935,0430,措备,0.2
1935,0511,措备,27.1
1935,0512,措备,9.4
1935,0513,措备,1.6
1935,0517,措备,0.1
1935,0518,措备,19.3
1935,0527,措备,28.3
1935,0603,措备,44.8
1935,0604,措备,0.3
1935,0616,措备,14.3
1935,0617,措备,7.2
1935,0620,措备,0.7
1935,0621,措备,0.4
1935,0623,措备,1.8
1935,0624,措备,4.8
1935,0625,措备,0.7
1935,0627,措备,36.3
1935,0628,措备,13.4
1935,0630,措备,1
1935,0701,措备,7.4
1935,0702,措备,1.8
1935,0703,措备,14.3
1935,0704,措备,0.9
1935,0710,措备,14.6
1935,0711,措备,0.1
1935,0712,措备,2.5
1935,0714,措备,0.4
1935,0720,措备,1.4
1935,0721,措备,20.5
1935,0722,措备,37.1
1935,0723,措备,8.9
1935,0727,措备,1.1
1935,0802,措备,0.2
1935,0805,措备,0.2
1935,0806,措备,0.1
1935,0809,措备,23.7
1935,0810,措备,1.5
1935,0811,措备,0.6
1935,0813,措备,0.2
1935,0818,措备,0.6
1935,0820,措备,2.1
1935,0821,措备,1.6
1935,0822,措备,0.9
1935,0823,措备,0.1
1935,0824,措备,15.5
1935,0825,措备,4.9
1935,0827,措备,1.4
1935,0829,措备,0.1
1935,0905,措备,15.7
1935,0906,措备,34.3
1935,0907,措备,0.1
1935,0908,措备,8.9
1935,0909,措备,28.2
1935,0910,措备,0.2
1935,0911,措备,19.8
1935,0913,措备,17.2
1935,0926,措备,30.8
1935,1002,措备,14.2
1935,1011,措备,11.7
1935,1012,措备,0.1
1935,1015,措备,0.3
1935,1025,措备,3.5
1935,1026,措备,3
1935,1029,措备,0.3
1935,1102,措备,0.4
1935,1103,措备,24.7
1935,1110,措备,0.2
1935,1115,措备,8
1935,1123,措备,0.5
1935,1124,措备,0.9
1935,1125,措备,0.1
1935,1126,措备,0.2
1935,1127,措备,1.2
1935,1128,措备,1.9
1935,1130,措备,0.7
1935,1201,措备,27
1935,1207,措备,4.8
1935,1208,措备,0.1
1935,1217,措备,0.8
1935,1227,措备,0.5
1935,1229,措备,0.9
1936,0103,措备,0.1
1936,0124,措备,2.7
1936,0125,措备,5.7
1936,0204,措备,6
1936,0206,措备,1.6
1936,0207,措备,0.8
1936,0208,措备,2.1
1936,0217,措备,0.7
1936,0222,措备,5.7
1936,0223,措备,9.3
1936,0308,措备,0.3
1936,0312,措备,15.6
1936,0313,措备,0.3
1936,0317,措备,0.6
1936,0402,措备,2.3
1936,0403,措备,3.5
1936,0406,措备,6.3
1936,0407,措备,1
1936,0408,措备,18.7
1936,0409,措备,11.1
1936,0418,措备,4.1
1936,0421,措备,9.6
1936,0422,措备,3.5
1936,0424,措备,9.6
1936,0425,措备,21.4
1936,0427,措备,13.1
1936,0429,措备,0.4
1936,0504,措备,0.2
1936,0505,措备,20.2
1936,0506,措备,0.1
1936,0512,措备,2.4
1936,0513,措备,14.2
1936,0516,措备,6
1936,0518,措备,0.2
1936,0519,措备,1.3
1936,0522,措备,1.1
1936,0525,措备,1.7
1936,0608,措备,1.3
1936,0614,措备,0.3
1936,0618,措备,19.9
1936,0619,措备,3.2
1936,0620,措备,4.4
1936,0621,措备,42.7
1936,0622,措备,3.7
1936,0626,措备,3.6
1936,0627,措备,21.8
1936,0628,措备,19.9
1936,0629,措备,33.1
1936,0701,措备,2.8
1936,0702,措备,10.3
1936,0706,措备,2.3
1936,0707,措备,0.1
1936,0708,措备,0.1
1936,0712,措备,1.3
1936,0714,措备,3.6
1936,0715,措备,35
1936,0716,措备,46
1936,0717,措备,1.2
1936,0718,措备,18.4
1936,0722,措备,3.8
1936,0723,措备,2.9
1936,0725,措备,20
1936,0727,措备,0.1
1936,0731,措备,25.1
1936,0801,措备,76
1936,0802,措备,2.7
1936,0803,措备,11.8
1936,0804,措备,42.9
1936,0805,措备,4.2
1936,0806,措备,7
1936,0807,措备,0.2
1936,0808,措备,17.8
1936,0810,措备,1.7
1936,0812,措备,69.7
1936,0813,措备,0.7
1936,0814,措备,6.7
1936,0815,措备,51.4
1936,0820,措备,20.2
1936,0821,措备,38.4
1936,0822,措备,10.6
1936,0823,措备,37.3
1936,0824,措备,6.9
1936,0826,措备,1.5
1936,0827,措备,106.8
1936,0828,措备,67.4
1936,0829,措备,3.6
1936,0830,措备,1.9
1936,0901,措备,12.7
1936,0902,措备,42
1936,0903,措备,0.1
1936,0904,措备,0.4
1936,0905,措备,2.1
1936,0910,措备,92.6
1936,0913,措备,6.9
1936,0914,措备,12.7
1936,0915,措备,6.3
1936,0926,措备,54.7
1936,0927,措备,13.6
1936,1026,措备,13.5
1936,1104,措备,4
1936,1106,措备,0.7
1936,1107,措备,2.5
1936,1126,措备,5.6
1936,1127,措备,2.2
1936,1201,措备,2.6
1936,1203,措备,0.1
1936,1205,措备,0.4
1936,1211,措备,18.8
1936,1217,措备,19.3
1936,1218,措备,3.3
1936,1219,措备,2.4
1936,1220,措备,3.3
1937,0119,措备,7
1937,0120,措备,0.1
1937,0121,措备,5.2
1937,0122,措备,0.3
1937,0128,措备,2
1937,0129,措备,0.2
1937,0201,措备,3.6
1937,0202,措备,2.2
1937,0206,措备,13.2
1937,0207,措备,0.1
1937,0210,措备,13.5
1937,0211,措备,19.2
1937,0212,措备,1.5
1937,0223,措备,4.2
1937,0225,措备,0.1
1937,0303,措备,15
1937,0304,措备,5.1
1937,0306,措备,4.5
1937,0308,措备,6.2
1937,0309,措备,0.8
1937,0310,措备,3.4
1937,0311,措备,10
1937,0320,措备,0.2
1937,0323,措备,11.6
1937,0324,措备,10.7
1937,0404,措备,1.5
1937,0412,措备,6.6
1937,0413,措备,5.1
1937,0414,措备,54.7
1937,0416,措备,3.9
1937,0421,措备,6.3
1937,0425,措备,19
1937,0430,措备,7.3
1937,0501,措备,2.9
1937,0515,措备,0.8
1937,0518,措备,14.6
1937,0519,措备,11
1937,0520,措备,35.6
1937,0521,措备,1.7
1937,0523,措备,0.1
1937,0524,措备,23.4
1937,0526,措备,0.3
1937,0529,措备,2.3
1937,0605,措备,9.7
1937,0606,措备,1.9
1937,0607,措备,0.7
1937,0608,措备,19.2
1937,0609,措备,11.4
1937,0615,措备,0.1
1937,0616,措备,1
1937,0620,措备,0.3
1937,0621,措备,6.2
1937,0626,措备,16.5
1937,0627,措备,0.2
1937,0629,措备,1.1
1937,0630,措备,8.3
1937,0704,措备,0.3
1937,0705,措备,4.8
1937,0706,措备,0.8
1937,0707,措备,4.1
1937,0708,措备,5
1937,0709,措备,2.4
1937,0711,措备,0.3
1937,0713,措备,28.5
1937,0714,措备,2.7
1937,0719,措备,7.6
1937,0725,措备,0.1
1937,0726,措备,28.8
1937,0727,措备,14.5
1937,0730,措备,2.2
1937,0731,措备,5.6
1937,0803,措备,5.6
1937,0809,措备,1.8
1937,0810,措备,13.2
1937,0811,措备,5.4
1937,0814,措备,7.9
1937,0817,措备,0.4
1937,0819,措备,0.9
1937,0821,措备,11.8
1937,0822,措备,7.7
1937,0823,措备,3.8
1937,0830,措备,16.5
1937,0901,措备,1.3
1937,0906,措备,45.9
1937,0907,措备,32.7
1937,0908,措备,1.9
1937,0910,措备,1.5
1937,0911,措备,1.8
1937,0919,措备,8.6
1937,0926,措备,12.6
1937,0930,措备,1.2
1937,1001,措备,21.1
1937,1004,措备,3.2
1937,1005,措备,0.2
1937,1012,措备,3.2
1937,1015,措备,1.7
1937,1016,措备,8.2
1937,1028,措备,8.5
1937,1029,措备,3.6
1937,1031,措备,3.6
1937,1101,措备,2
1937,1103,措备,0.8
1937,1104,措备,0.4
1937,1105,措备,0.7
1937,1106,措备,5.2
1937,1108,措备,10.8
1937,1109,措备,2.6
1937,1118,措备,0.1
1937,1119,措备,4.9
1937,1121,措备,2
1937,1202,措备,0.7
1937,1211,措备,0.1
1937,1218,措备,0.1
1937,1223,措备,0.1
1937,1224,措备,17.9
1938,0118,措备,5.6
1938,0119,措备,7.7
1938,0120,措备,3
1938,0121,措备,1.5
1938,0125,措备,0.1
1938,0213,措备,5.4
1938,0214,措备,15.4
1938,0216,措备,5.1
1938,0302,措备,26
1938,0304,措备,0.1
1938,0305,措备,17.6
1938,0306,措备,9.1
1938,0307,措备,0.6
1938,0308,措备,0.1
1938,0309,措备,2
1938,0310,措备,12.6
1938,0321,措备,7.9
1938,0323,措备,1.6
1938,0327,措备,1.4
1938,0328,措备,1.7
1938,0329,措备,8.3
1938,0330,措备,0.5
1938,0403,措备,3.3
1938,0407,措备,1.6
1938,0414,措备,3.2
1938,0417,措备,1.4
1938,0418,措备,1
1938,0501,措备,16
1938,0505,措备,0.2
1938,0506,措备,43.8
1938,0508,措备,0.2
1938,0515,措备,8.8
1938,0516,措备,0.5
1938,0520,措备,1
1938,0522,措备,12
1938,0523,措备,12
1938,0528,措备,30
1938,0529,措备,51.1
1938,0602,措备,1.3
1938,0605,措备,0.2
1938,0606,措备,0.2
1938,0607,措备,1
1938,0608,措备,11
1938,0609,措备,1.8
1938,0611,措备,28.5
1938,0612,措备,12.4
1938,0614,措备,3.5
1938,0615,措备,2.4
1938,0619,措备,9.1
1938,0620,措备,2.2
1938,0624,措备,10.9
1938,0625,措备,0.2
1938,0706,措备,7.3
1938,0707,措备,5.2
1938,0708,措备,4.9
1938,0710,措备,16.8
1938,0711,措备,2.7
1938,0712,措备,1.1
1938,0728,措备,4.7
1938,0729,措备,1.2
1938,0730,措备,0.6
1938,0731,措备,0.2
1938,0814,措备,1.2
1938,0816,措备,15.5
1938,0817,措备,0.3
1938,0818,措备,1.4
1938,0819,措备,0.2
1938,0820,措备,0.2
1938,0822,措备,9.5
1938,0823,措备,0.2
1938,0829,措备,42.9
1938,0903,措备,3.3
1938,0904,措备,42.6
1938,1001,措备,10.7
1938,1002,措备,45.2
1938,1010,措备,0.3
1938,1011,措备,2.4
1938,1012,措备,13.3
1938,1013,措备,29.9
1938,1014,措备,0.4
1938,1015,措备,0.4
1938,1016,措备,0.3
1938,1028,措备,0.4
1938,1029,措备,55.7
1938,1030,措备,6.7
1938,1116,措备,0.2
1938,1130,措备,0.2
1938,1204,措备,4.2
1938,1205,措备,1.8
1938,1206,措备,0.2
1938,1208,措备,1.9
1938,1211,措备,0.2
1938,1216,措备,0.3
1938,1221,措备,1.7
1938,1222,措备,0.2
1938,1223,措备,2
1939,0101,措备,0.6
1939,0104,措备,0.6
1939,0117,措备,0.2
1939,0118,措备,1.8
1939,0205,措备,3.9
1939,0217,措备,0.8
1939,0220,措备,5.9
1939,0221,措备,1.6
1939,0225,措备,2
1939,0303,措备,1.2
1939,0306,措备,7.5
1939,0310,措备,17.9
1939,0311,措备,26.4
1939,0318,措备,0.5
1939,0322,措备,0.6
1939,0402,措备,0.1
1939,0403,措备,1.3
1939,0407,措备,0.7
1939,0412,措备,13.6
1939,0421,措备,1.4
1939,0423,措备,0.6
1939,0426,措备,0.8
1939,0505,措备,1.2
1939,0506,措备,0.7
1939,0507,措备,0.2
1939,0511,措备,28.9
1939,0514,措备,0.7
1939,0608,措备,0.2
1939,0611,措备,17.7
1939,0612,措备,0.2
1939,0621,措备,3.8
1939,0623,措备,0.2
1939,0624,措备,10.2
1939,0625,措备,2.4
1939,0626,措备,1.1
1939,0628,措备,2.5
1939,0704,措备,0.2
1939,0705,措备,0.2
1939,0710,措备,11.6
1939,0711,措备,14.6
1939,0713,措备,0.1
1939,0717,措备,0.9
1939,0723,措备,0.9
1939,0724,措备,7.8
1939,0725,措备,0.1
1939,0729,措备,2.2
1939,0802,措备,0.1
1939,0803,措备,0.4
1939,0804,措备,6
1939,0810,措备,0.3
1939,0811,措备,0.3
1939,0813,措备,93.7
1939,0814,措备,0.8
1939,0823,措备,36.9
1939,0825,措备,0.4
