乞闭 传老荐
楷档,1岿,2岿,3岿,4岿,5岿,6岿,7岿,8岿,9岿,10岿,11岿,12岿,楷钦拌,鉴困
1907,—,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,102
1908,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,13.0,60
1909,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,19.0,17
1910,6.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,19.0,17
1911,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,38
1912,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,77
1913,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,14.0,50
1914,6.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,17
1915,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,17
1916,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,69
1917,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,21.0,10
1918,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,14.0,50
1919,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.0,60
1920,10.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,10
1921,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,18.0,25
1922,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,18.0,25
1923,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,14
1924,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,15.0,38
1925,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,10
1926,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,25
1927,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,31
1928,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,22.0,9
1929,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,69
1930,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,13.0,60
1931,6.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,17
1932,6.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,28.0,1
1933,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,16.0,31
1934,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,16.0,31
1935,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,90
1936,8.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,3
1937,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,14
1938,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,17.0,30
1939,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,15.0,38
1940,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,60
1941,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,50
1942,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,16.0,31
1943,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,16.0,31
1944,3.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,25.0,4
1945,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,38
1946,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,90
1947,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,14.0,50
1948,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,77
1949,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,50
1950,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,23.0,7
1951,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0,31
1952,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,38
1953,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,77
1954,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,86
1955,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,90
1956,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,23.0,7
1957,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,69
1958,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,60
1959,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,11.0,77
1960,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,90
1961,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,77
1962,5.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,19.0,17
1963,10.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,21.0,10
1964,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,31
1965,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,77
1966,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,90
1967,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,15.0,38
1968,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,12.0,69
1969,9.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,28.0,1
1970,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,112
1971,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,38
1972,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,12.0,69
1973,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,14.0,50
1974,4.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,19.0,17
1975,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,38
1976,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,15.0,38
1977,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,108
1978,10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,25
1979,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,108
1980,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,24.0,5
1981,8.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,18.0,25
1982,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,112
1983,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,24.0,5
1984,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,50
1985,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,50
1986,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,69
1987,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,102
1988,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,13.0,60
1989,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,86
1990,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,90
1991,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,86
1992,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,14.0,50
1993,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,69
1994,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,60
1995,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,38
1996,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,14.0,50
1997,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,77
1998,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,69
1999,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,90
2000,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,102
2001,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,60
2002,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,90
2003,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,102
2004,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,60
2005,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,17
2006,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,102
2007,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,108
2008,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,102
2009,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,90
2010,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,38
2011,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,108
2012,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,20.0,14
2013,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,—,—,—,6.0,112
2014,—,—,—,—,—,—,—,—,—,—,—,—,0.0,119
2015,—,—,—,—,—,—,0.0,0.0,0.0,0.0,1.0,3.0,4.0,116
2016,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,90
2017,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,90
2018,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,15.0,38
2019,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,117
2020,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,115
2021,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,77
2022,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,77
2023,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,90
2024,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10.0,86
2025,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,118


乞闭 拌例喊 传老荐
楷档,航(3~5岿),咯抚(6~8岿),啊阑(9~11岿),败匡(12~劳斥2岿)
弥辟 10斥,0.5,0.0,0.6,7.7
弥辟  5斥,0.4,0.0,0.4,8.2
1904,—,—,—,—
1905,—,—,—,—
1906,—,—,—,3
1907,3,0,1,8
1908,2,0,1,15
1909,3,0,1,14
1910,3,0,2,14
1911,2,0,2,7
1912,1,0,1,8
1913,1,0,1,18
1914,3,0,0,15
1915,6,0,0,12
1916,1,0,0,12
1917,3,0,3,14
1918,0,0,1,12
1919,1,0,1,20
1920,1,0,0,10
1921,5,0,3,11
1922,2,0,4,19
1923,1,0,0,9
1924,2,0,4,17
1925,2,0,0,15
1926,3,0,0,14
1927,3,0,0,15
1928,4,0,1,14
1929,3,0,0,6
1930,1,0,3,15
1931,3,0,0,21
1932,8,0,2,12
1933,1,0,1,12
1934,5,0,2,8
1935,1,0,0,20
1936,4,0,0,18
1937,0,0,0,15
1938,3,0,1,13
1939,1,0,3,8
1940,3,0,0,15
1941,1,0,0,12
1942,0,0,2,14
1943,1,0,1,15
1944,6,0,0,17
1945,3,0,0,5
1946,1,0,0,14
1947,2,0,2,11
1948,2,0,0,6
1949,0,0,0,23
1950,1,0,1,16
1951,3,0,1,13
1952,0,0,0,13
1953,0,0,0,6
1954,2,0,0,12
1955,0,0,0,13
1956,5,0,1,11
1957,3,0,0,12
1958,2,0,0,7
1959,1,0,1,9
1960,1,0,0,10
1961,1,0,0,13
1962,5,0,1,17
1963,4,0,2,14
1964,1,0,1,8
1965,1,0,1,4
1966,3,0,2,9
1967,1,0,1,13
1968,1,0,1,16
1969,5,0,1,11
1970,1,0,0,14
1971,3,0,0,6
1972,1,0,5,6
1973,0,0,4,16
1974,2,0,1,17
1975,1,0,0,9
1976,2,0,3,9
1977,0,0,1,15
1978,1,0,1,6
1979,0,0,0,13
1980,2,0,1,23
1981,1,0,1,8
1982,0,0,0,14
1983,3,0,3,9
1984,6,0,0,13
1985,1,0,0,13
1986,2,0,0,7
1987,1,0,0,4
1988,4,0,2,9
1989,2,0,1,8
1990,0,0,0,10
1991,2,0,0,11
1992,1,0,1,9
1993,2,0,1,9
1994,2,0,0,14
1995,1,0,0,10
1996,2,0,2,11
1997,0,0,1,12
1998,2,0,1,3
1999,2,0,1,10
2000,0,0,0,7
2001,3,0,0,9
2002,0,0,2,9
2003,0,0,0,10
2004,2,0,0,11
2005,3,0,0,10
2006,3,0,1,3
2007,1,0,1,7
2008,1,0,0,8
2009,2,0,0,7
2010,4,0,0,13
2011,0,0,0,8
2012,1,0,1,15
2013,1,0,0,—
2014,—,—,—,—
2015,—,0,1,10
2016,0,0,1,6
2017,0,0,1,13
2018,2,0,1,4
2019,1,0,0,3
2020,0,0,0,10
2021,1,0,0,8
2022,0,0,0,12
2023,0,0,1,6
2024,1,0,1,5
2025,0,0,0,0


传老荐 包螟蔼
楷档,朝楼,瘤痢,扁惑泅惑,老 弥缴脚利汲(cm)
1907,0131,措备,传,-
1907,0210,措备,传,-
1907,0213,措备,传,-
1907,0302,措备,传,-
1907,0314,措备,传,-
1907,0317,措备,传,-
1907,1129,措备,传,-
1907,1220,措备,传,-
1907,1231,措备,传,-
1908,0107,措备,传,-
1908,0111,措备,传,-
1908,0115,措备,传,-
1908,0130,措备,传,-
1908,0131,措备,传,-
1908,0205,措备,传,-
1908,0308,措备,传,-
1908,0310,措备,传,-
1908,1126,措备,传,-
1908,1217,措备,传,-
1908,1219,措备,传,-
1908,1222,措备,传,-
1908,1231,措备,传,-
1909,0101,措备,传,-
1909,0103,措备,传,-
1909,0111,措备,传,-
1909,0112,措备,传,-
1909,0113,措备,传,-
1909,0119,措备,传,-
1909,0205,措备,传,-
1909,0211,措备,传,-
1909,0212,措备,传,-
1909,0216,措备,传,-
1909,0220,措备,传,-
1909,0310,措备,传,-
1909,0324,措备,传,-
1909,0325,措备,传,-
1909,1129,措备,传,-
1909,1201,措备,传,-
1909,1205,措备,传,-
1909,1213,措备,传,-
1909,1223,措备,传,-
1910,0102,措备,传,-
1910,0116,措备,传,-
1910,0120,措备,传,-
1910,0125,措备,传,-
1910,0129,措备,传,-
1910,0130,措备,传,-
1910,0213,措备,传,-
1910,0216,措备,传,-
1910,0217,措备,传,-
1910,0228,措备,传,-
1910,0304,措备,传,-
1910,0306,措备,传,-
1910,0401,措备,传,-
1910,1116,措备,传,-
1910,1117,措备,传,-
1910,1204,措备,传,-
1910,1216,措备,传,-
1910,1219,措备,传,-
1910,1230,措备,传,-
1911,0101,措备,传,-
1911,0107,措备,传,-
1911,0111,措备,传,-
1911,0119,措备,传,-
1911,0120,措备,传,-
1911,0121,措备,传,-
1911,0122,措备,传,-
1911,0127,措备,传,-
1911,0128,措备,传,-
1911,0204,措备,传,-
1911,0301,措备,传,-
1911,0310,措备,传,-
1911,1126,措备,传,-
1911,1127,措备,传,-
1911,1225,措备,传,-
1912,0101,措备,传,-
1912,0121,措备,传,-
1912,0124,措备,传,-
1912,0125,措备,传,-
1912,0203,措备,传,-
1912,0206,措备,传,-
1912,0317,措备,传,-
1912,1130,措备,传,-
1912,1201,措备,传,-
1912,1221,措备,传,-
1912,1227,措备,传,-
1913,0111,措备,传,-
1913,0115,措备,传,-
1913,0118,措备,传,-
1913,0129,措备,传,-
1913,0208,措备,传,-
1913,0325,措备,传,-
1913,1129,措备,传,-
1913,1204,措备,传,-
1913,1215,措备,传,-
1913,1216,措备,传,-
1913,1217,措备,传,-
1913,1223,措备,传,-
1913,1228,措备,传,-
1913,1230,措备,传,-
1914,0102,措备,传,-
1914,0107,措备,传,-
1914,0114,措备,传,-
1914,0117,措备,传,-
1914,0118,措备,传,-
1914,0124,措备,传,-
1914,0205,措备,传,-
1914,0207,措备,传,-
1914,0208,措备,传,-
1914,0209,措备,传,-
1914,0218,措备,传,-
1914,0309,措备,传,-
1914,0315,措备,传,-
1914,0403,措备,传,-
1914,1207,措备,传,-
1914,1212,措备,传,-
1914,1213,措备,传,-
1914,1214,措备,传,-
1914,1225,措备,传,-
1915,0107,措备,传,-
1915,0108,措备,传,-
1915,0110,措备,传,-
1915,0112,措备,传,-
1915,0116,措备,传,-
1915,0122,措备,传,-
1915,0202,措备,传,-
1915,0209,措备,传,-
1915,0227,措备,传,-
1915,0228,措备,传,-
1915,0311,措备,传,-
1915,0312,措备,传,-
1915,0313,措备,传,-
1915,0314,措备,传,-
1915,0319,措备,传,-
1915,0329,措备,传,-
1915,1217,措备,传,-
1915,1222,措备,传,-
1915,1224,措备,传,-
1916,0122,措备,传,-
1916,0123,措备,传,-
1916,0211,措备,传,-
1916,0212,措备,传,-
1916,0213,措备,传,-
1916,0221,措备,传,-
1916,0223,措备,传,-
1916,0228,措备,传,-
1916,0229,措备,传,-
1916,0317,措备,传,-
1916,1225,措备,传,-
1916,1226,措备,传,-
1917,0107,措备,传,-
1917,0109,措备,传,-
1917,0113,措备,传,-
1917,0117,措备,传,-
1917,0128,措备,传,-
1917,0210,措备,传,-
1917,0211,措备,传,-
1917,0212,措备,传,-
1917,0216,措备,传,-
1917,0219,措备,传,-
1917,0305,措备,传,-
1917,0325,措备,传,-
1917,0328,措备,传,-
1917,1106,措备,传,-
1917,1110,措备,传,-
1917,1112,措备,传,-
1917,1203,措备,传,-
1917,1206,措备,传,-
1917,1207,措备,传,-
1917,1208,措备,传,-
1917,1214,措备,传,-
1918,0101,措备,传,-
1918,0104,措备,传,-
1918,0106,措备,传,-
1918,0118,措备,传,-
1918,0123,措备,传,-
1918,0216,措备,传,-
1918,0217,措备,传,-
1918,0227,措备,传,-
1918,0228,措备,传,-
1918,1124,措备,传,-
1918,1211,措备,传,-
1918,1217,措备,传,-
1918,1222,措备,传,-
1918,1228,措备,传,-
1919,0103,措备,传,-
1919,0124,措备,传,-
1919,0125,措备,传,-
1919,0201,措备,传,-
1919,0202,措备,传,-
1919,0203,措备,传,-
1919,0204,措备,传,-
1919,0211,措备,传,-
1919,0331,措备,传,-
1919,1119,措备,传,-
1919,1208,措备,传,-
1919,1218,措备,传,-
1919,1227,措备,传,-
1920,0103,措备,传,-
1920,0107,措备,传,-
1920,0112,措备,传,-
1920,0113,措备,传,-
1920,0117,措备,传,-
1920,0119,措备,传,-
1920,0120,措备,传,-
1920,0121,措备,传,-
1920,0123,措备,传,-
1920,0124,措备,传,-
1920,0205,措备,传,-
1920,0214,措备,传,-
1920,0222,措备,传,-
1920,0223,措备,传,-
1920,0224,措备,传,-
1920,0227,措备,传,-
1920,0228,措备,传,-
1920,0312,措备,传,-
1920,1220,措备,传,-
1920,1221,措备,传,-
1920,1224,措备,传,-
1921,0111,措备,传,-
1921,0128,措备,传,-
1921,0129,措备,传,-
1921,0130,措备,传,-
1921,0203,措备,传,-
1921,0219,措备,传,-
1921,0221,措备,传,-
1921,0305,措备,传,-
1921,0313,措备,传,-
1921,0314,措备,传,-
1921,0315,措备,传,-
1921,0328,措备,传,-
1921,1103,措备,传,-
1921,1108,措备,传,-
1921,1120,措备,传,-
1921,1219,措备,传,-
1921,1229,措备,传,-
1921,1231,措备,传,-
1922,0104,措备,传,-
1922,0105,措备,传,-
1922,0109,措备,传,-
1922,0112,措备,传,-
1922,0114,措备,传,-
1922,0202,措备,传,-
1922,0207,措备,传,-
1922,0226,措备,传,-
1922,0320,措备,传,-
1922,0323,措备,传,-
1922,1109,措备,传,-
1922,1124,措备,传,-
1922,1125,措备,传,-
1922,1126,措备,传,-
1922,1204,措备,传,-
1922,1214,措备,传,-
1922,1215,措备,传,-
1922,1217,措备,传,-
1923,0108,措备,传,-
1923,0114,措备,传,-
1923,0115,措备,传,-
1923,0122,措备,传,-
1923,0123,措备,传,-
1923,0124,措备,传,-
1923,0125,措备,传,-
1923,0126,措备,传,-
1923,0127,措备,传,-
1923,0210,措备,传,-
1923,0215,措备,传,-
1923,0216,措备,传,-
1923,0220,措备,传,-
1923,0221,措备,传,-
1923,0225,措备,传,-
1923,0307,措备,传,-
1923,1202,措备,传,-
1923,1217,措备,传,-
1923,1222,措备,传,-
1923,1227,措备,传,-
1924,0109,措备,传,0.4
1924,0120,措备,传,-
1924,0124,措备,传,0.5
1924,0125,措备,传,1.2
1924,0215,措备,传,-
1924,0306,措备,传,-
1924,0318,措备,传,-
1924,1109,措备,传,-
1924,1111,措备,传,-
1924,1123,措备,传,-
1924,1126,措备,传,-
1924,1209,措备,传,-
1924,1210,措备,传,-
1924,1211,措备,传,-
1924,1214,措备,传,-
1925,0101,措备,传,-
1925,0102,措备,传,-
1925,0105,措备,传,-
1925,0111,措备,传,-
1925,0114,措备,传,-
1925,0116,措备,传,-
1925,0130,措备,传,-
1925,0207,措备,传,-
1925,0221,措备,传,-
1925,0222,措备,传,-
1925,0223,措备,传,-
1925,0226,措备,传,-
1925,0227,措备,传,-
1925,0306,措备,传,-
1925,0307,措备,传,-
1925,1201,措备,传,-
1925,1202,措备,传,-
1925,1220,措备,传,-
1925,1221,措备,传,-
1925,1222,措备,传,-
1925,1230,措备,传,-
1926,0102,措备,传,-
1926,0105,措备,传,-
1926,0108,措备,传,-
1926,0112,措备,传,-
1926,0131,措备,传,-
1926,0203,措备,传,-
1926,0204,措备,传,-
1926,0222,措备,传,-
1926,0223,措备,传,-
1926,0315,措备,传,-
1926,0321,措备,传,-
1926,0325,措备,传,-
1926,1207,措备,传,-
1926,1210,措备,传,-
1926,1213,措备,传,-
1926,1216,措备,传,-
1926,1220,措备,传,-
1926,1227,措备,传,-
1927,0111,措备,传,-
1927,0120,措备,传,-
1927,0121,措备,传,-
1927,0205,措备,传,-
1927,0206,措备,传,-
1927,0211,措备,传,-
1927,0214,措备,传,-
1927,0215,措备,传,-
1927,0310,措备,传,-
1927,0312,措备,传,-
1927,0313,措备,传,-
1927,1204,措备,传,-
1927,1209,措备,传,-
1927,1225,措备,传,-
1927,1227,措备,传,-
1927,1228,措备,传,-
1928,0101,措备,传,-
1928,0102,措备,传,-
1928,0117,措备,传,-
1928,0122,措备,传,-
1928,0205,措备,传,-
1928,0210,措备,传,-
1928,0211,措备,传,-
1928,0213,措备,传,-
1928,0214,措备,传,-
1928,0223,措备,传,-
1928,0304,措备,传,-
1928,0308,措备,传,-
1928,0309,措备,传,-
1928,0311,措备,传,-
1928,1116,措备,传,-
1928,1203,措备,传,-
1928,1204,措备,传,-
1928,1205,措备,传,-
1928,1215,措备,传,-
1928,1218,措备,传,-
1928,1228,措备,传,-
1928,1231,措备,传,-
1929,0106,措备,传,-
1929,0108,措备,传,-
1929,0110,措备,传,-
1929,0204,措备,传,-
1929,0206,措备,传,-
1929,0208,措备,传,-
1929,0212,措备,传,-
1929,0302,措备,传,-
1929,0311,措备,传,-
1929,0313,措备,传,-
1929,1220,措备,传,-
1929,1224,措备,传,-
1930,0102,措备,传,-
1930,0103,措备,传,-
1930,0127,措备,传,-
1930,0128,措备,传,-
1930,0306,措备,传,-
1930,1103,措备,传,-
1930,1112,措备,传,-
1930,1124,措备,传,-
1930,1201,措备,传,-
1930,1202,措备,传,-
1930,1214,措备,传,-
1930,1224,措备,传,-
1930,1225,措备,传,-
1931,0101,措备,传,-
1931,0102,措备,传,-
1931,0109,措备,传,-
1931,0112,措备,传,-
1931,0113,措备,传,-
1931,0125,措备,传,-
1931,0206,措备,传,-
1931,0209,措备,传,-
1931,0216,措备,传,-
1931,0226,措备,传,-
1931,0304,措备,传,-
1931,0307,措备,传,-
1931,0406,措备,传,-
1931,1212,措备,传,-
1931,1214,措备,传,-
1931,1215,措备,传,-
1931,1216,措备,传,-
1931,1223,措备,传,-
1931,1231,措备,传,-
1932,0101,措备,传,25.5
1932,0108,措备,传,-
1932,0109,措备,传,-
1932,0113,措备,传,-
1932,0121,措备,传,-
1932,0122,措备,传,-
1932,0205,措备,传,-
1932,0209,措备,传,-
1932,0210,措备,传,-
1932,0216,措备,传,-
1932,0220,措备,传,-
1932,0222,措备,传,-
1932,0224,措备,传,-
1932,0225,措备,传,-
1932,0226,措备,传,-
1932,0313,措备,传,-
1932,0314,措备,传,-
1932,0315,措备,传,-
1932,0316,措备,传,-
1932,0319,措备,传,-
1932,0320,措备,传,-
1932,0328,措备,传,-
1932,0329,措备,传,-
1932,1107,措备,传,-
